seed,feature,sample_auc_heldout,member_mean_a,nonmember_mean_a,weight
11,ppl,0.5222222222222223,-0.13032474789081971,0.13032474789081988,-2.7721173763275146
11,zlib_ratio,0.6211111111111111,-0.085867455445287,0.085867455445285,-1.0001695156097412
11,k_min_probs_0.05,0.6466666666666666,-0.4382352378102311,0.43823523781023077,2.120171546936035
11,k_max_probs_0.05,0.53,-0.15948344185050248,0.15948344185050356,0.7476224899291992
11,k_min_probs_0.1,0.62,-0.445674530139966,0.44567453013996583,2.114537239074707
11,k_max_probs_0.1,0.5166666666666667,-0.052341033106476566,0.05234103310647655,-0.7171703577041626
11,k_min_probs_0.2,0.5633333333333334,-0.357135005421564,0.3571350054215642,-1.0785565376281738
11,k_max_probs_0.2,0.4988888888888889,-0.014510263707315911,0.014510263707318042,0.28487730026245117
11,ppl_ratio_synonym_substitution,0.6144444444444445,-0.08439673763226106,0.08439673763226528,-0.2824815809726715
11,ppl_ratio_butter_fingers,0.5911111111111111,-0.18420972112249456,0.18420972112249334,2.2651543617248535
11,ppl_ratio_random_deletion,0.5355555555555556,-0.11689533169967983,0.11689533169967818,1.0048863887786865
11,ppl_ratio_change_char_case,0.59,-0.16355239090718407,0.16355239090718604,-0.5830765962600708
11,ppl_ratio_whitespace_perturbation,0.53,-0.20343658437935153,0.20343658437935055,-0.25951844453811646
11,ppl_ratio_underscore_trick,0.4777777777777778,-0.16190278034534572,0.16190278034534683,-0.7114359736442566
11,ref_ppl_ratio_tinystories-1M,0.5244444444444445,-0.3147143174734819,0.31471431747348133,2.6612048149108887
11,ref_ppl_ratio_tinystories-33M,0.5122222222222222,-0.2696991994292671,0.2696991994292667,0.7734487056732178
11,ref_ppl_ratio_phi-1_5,0.52,-0.0008463103706298029,0.0008463103706287038,0.507483184337616
12,ppl,0.5444444444444444,-0.11031021546164504,0.1103102154616443,-3.184396266937256
12,zlib_ratio,0.59,-0.11647972916302944,0.11647972916302844,-1.9363288879394531
12,k_min_probs_0.05,0.6988888888888889,-0.301586706163772,0.30158670616377187,2.712519884109497
12,k_max_probs_0.05,0.5988888888888889,-0.009150972057561399,0.00915097205755849,1.2451366186141968
12,k_min_probs_0.1,0.6866666666666666,-0.23384647801837627,0.23384647801837646,-1.0413986444473267
12,k_max_probs_0.1,0.4411111111111111,-0.04478619511436562,0.04478619511436894,2.0642249584198
