seed,heldout_member_count,heldout_nonmember_count,member_mean_score,nonmember_mean_score,mean_gap_nonmember_minus_member,t_statistic,p_value
11,30,30,-1.4808176755905151,-0.5715693831443787,0.9092482924461365,-0.8104851956110836,0.21053768996096256
12,30,30,0.3502914011478424,0.9805815815925598,0.630290150642395,-0.890988023618622,0.1883085716225983
13,30,30,-0.357754111289978,0.27096906304359436,0.62872314453125,-0.9820821169113644,0.16507257459011232
14,30,30,-1.2029223442077637,0.6045724153518677,1.8074947595596313,-2.9423594314536596,0.0024641496450564762
15,30,30,-0.30038323998451233,-0.02269810251891613,0.27768513560295105,-0.6397385010311524,0.26253720900646793
16,30,30,-0.9841668605804443,0.296082466840744,1.2802493572235107,-1.5188253466910138,0.06863446278053463
17,30,30,-1.080751657485962,1.0077131986618042,2.0884647369384766,-4.117251307553357,7.752357332906475e-05
18,30,30,-0.3539203107357025,0.3455139100551605,0.699434220790863,-1.2116167285282042,0.11552720054346272
19,30,30,-1.3359801769256592,-0.6854444742202759,0.6505357027053833,-1.086688644561323,0.14095238261914625
20,30,30,-0.737962007522583,-0.15104630589485168,0.5869157314300537,-1.0854488265702162,0.1411107457595201
