model_name,model_label,model_size_b,dataset,random_index,p_value
EleutherAI/pythia-6.9b,Non-Deduped,6.9,stackexchange,0,0.09852008812686468
EleutherAI/pythia-6.9b,Non-Deduped,6.9,wikipedia,0,2.7730627099832676e-09
EleutherAI/pythia-6.9b,Non-Deduped,6.9,cc,0,0.06138666321268539
EleutherAI/pythia-6.9b,Non-Deduped,6.9,github,0,0.01011429569421506
EleutherAI/pythia-6.9b,Non-Deduped,6.9,openwebtext2,0,0.007994640070157794
EleutherAI/pythia-6.9b,Non-Deduped,6.9,freelaw,0,0.00864049025376552
EleutherAI/pythia-6.9b,Non-Deduped,6.9,math,0,0.22879635579738838
EleutherAI/pythia-6.9b,Non-Deduped,6.9,uspto,0,5.006076873028227e-06
EleutherAI/pythia-6.9b,Non-Deduped,6.9,hackernews,0,1.359358311070482e-08
EleutherAI/pythia-6.9b,Non-Deduped,6.9,books3,0,1.928563234440998e-06
EleutherAI/pythia-6.9b,Non-Deduped,6.9,gutenberg,0,8.691466319651226e-07
EleutherAI/pythia-6.9b,Non-Deduped,6.9,arxiv,0,0.6944449888717092
EleutherAI/pythia-6.9b,Non-Deduped,6.9,bookcorpus2,0,2.849795619281922e-16
EleutherAI/pythia-6.9b,Non-Deduped,6.9,opensubtitles,0,1.1579628526559773e-05
EleutherAI/pythia-6.9b,Non-Deduped,6.9,youtubesubtitles,0,1.3281912444857178e-23
EleutherAI/pythia-6.9b,Non-Deduped,6.9,ubuntu,0,5.626972472947421e-79
EleutherAI/pythia-6.9b,Non-Deduped,6.9,europarl,0,2.4295726716982284e-11
EleutherAI/pythia-6.9b,Non-Deduped,6.9,philpapers,0,1.720179653366582e-29
