ppl
12.231856771112948
9.915491381132412
30.137112091691424
25.221799621403502
48.87932046061007
25.66421483241512
41.25439279620796
25.558374250572317
44.725299801556574
29.63345701157536
34.150999464146
40.027636511636125
21.06894709430758
40.037534375367414
32.7529463960559
22.70742149282284
12.9757392813632
18.807736300113273
29.643447755074085
19.818364378649743
51.430968014704526
26.60720047026022
13.734811743592072
16.773863449247926
19.01926071755948
27.7653946498509
10.758479394276929
31.398407791304482
11.137764346878114
31.784305250368153
43.678789824284266
28.149631321622884
26.372488445442002
35.17298513077424
20.795286300481255
18.157099175795018
39.282315754596496
31.99681892950937
16.876865976157813
21.120806903557384
33.5388521403784
37.90946634309011
20.88858886942933
33.17054948577118
30.875310779125186
22.179857194938215
39.56366840434776
30.616959946086894
60.615342381161106
21.78348124495713
23.128084001797266
15.926859095043268
20.88474121957364
17.171303068534176
17.298198723430765
23.03096336927767
32.823289176613
21.779420614998806
36.54046215443252
27.820412399087004
