model_name,model_label,model_size_b,dataset,random_index,p_value
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,stackexchange,0,0.5355685975577913
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,wikipedia,0,9.717769653463583e-06
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,cc,0,0.2515130399302671
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,github,0,0.08536375196726909
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,openwebtext2,0,0.5599759353616773
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,freelaw,0,0.7746950261374479
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,math,0,0.0012637481158702174
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,uspto,0,2.3383016830964804e-06
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,hackernews,0,7.220445128769926e-05
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,books3,0,0.0002601182531636295
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,gutenberg,0,0.0066396812664464575
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,arxiv,0,0.9496886805766815
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,bookcorpus2,0,3.854088842762876e-14
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,opensubtitles,0,0.09072334339457687
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,youtubesubtitles,0,3.427128866561666e-19
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,ubuntu,0,4.558768397633889e-53
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,europarl,0,7.424310142165683e-08
EleutherAI/pythia-1.4b-deduped,Deduped,1.4,philpapers,0,1.4594910312316607e-18
