model_name,model_label,model_size_b,dataset,random_index,p_value
EleutherAI/pythia-12b,Non-Deduped,12.0,stackexchange,0,1.612471662170357e-05
EleutherAI/pythia-12b,Non-Deduped,12.0,wikipedia,0,1.1324181912722734e-09
EleutherAI/pythia-12b,Non-Deduped,12.0,cc,0,0.012450300183400357
EleutherAI/pythia-12b,Non-Deduped,12.0,github,0,0.04128231015633114
EleutherAI/pythia-12b,Non-Deduped,12.0,openwebtext2,0,0.04858927366434893
EleutherAI/pythia-12b,Non-Deduped,12.0,freelaw,0,0.0004932352831738303
EleutherAI/pythia-12b,Non-Deduped,12.0,math,0,0.0007954223504535141
EleutherAI/pythia-12b,Non-Deduped,12.0,uspto,0,0.04064128938641746
EleutherAI/pythia-12b,Non-Deduped,12.0,hackernews,0,1.6968072043485956e-09
EleutherAI/pythia-12b,Non-Deduped,12.0,books3,0,7.999656640713357e-07
EleutherAI/pythia-12b,Non-Deduped,12.0,gutenberg,0,6.347810308448454e-10
EleutherAI/pythia-12b,Non-Deduped,12.0,arxiv,0,0.3673630743608276
EleutherAI/pythia-12b,Non-Deduped,12.0,bookcorpus2,0,5.194605756532715e-13
EleutherAI/pythia-12b,Non-Deduped,12.0,opensubtitles,0,0.002623041930704583
EleutherAI/pythia-12b,Non-Deduped,12.0,youtubesubtitles,0,5.427028348244631e-19
EleutherAI/pythia-12b,Non-Deduped,12.0,ubuntu,0,7.217003615594946e-74
EleutherAI/pythia-12b,Non-Deduped,12.0,europarl,0,1.6346216256814088e-14
EleutherAI/pythia-12b,Non-Deduped,12.0,philpapers,0,2.1867765293874957e-23
