seed,heldout_member_count,heldout_nonmember_count,member_mean_score,nonmember_mean_score,mean_gap_nonmember_minus_member,t_statistic,p_value
11,4,4,1.2410005331039429,-7.6681694984436035,-8.909170150756836,1.8886308801595675,0.9323696783969013
12,4,4,-3.9140915870666504,-1.1798402070999146,2.7342514991760254,-0.6884784174961044,0.25869507540996106
