seed,heldout_member_count,heldout_nonmember_count,member_mean_score,nonmember_mean_score,mean_gap_nonmember_minus_member,t_statistic,p_value
11,4,4,1.912657380104065,-11.250314712524414,-13.162972450256348,2.2858945744065764,0.9581716095235893
12,4,4,-1.1377630233764648,0.7850089073181152,1.92277193069458,-0.5255280255479724,0.3090459418743184
