ppl
13896.450925219908
18495.777196573632
3066.7238235353484
6523.452226729225
24245.482172182914
35800.4451442665
63128.950065878686
13170.197638028028
22785.89463014507
7328.561859753339
9664.859272943988
4112.461794193867
28368.502705484007
6683.411161175715
20597.20729433686
17666.108993628004
6443.474427748763
8697.148142001195
5093.33418338762
7030.859760709797
57359.806015093025
954.6915800647488
43044.05163383532
28570.409119244716
14462.069532791771
17950.71470109726
48191.22786431055
5934.770197264457
8540.838394771512
1179.057753143237
9151.803854332322
11449.9464413761
5563.5031133496295
23540.12378753476
6529.994934785517
28627.53932445729
18720.61231505516
31391.83865467476
15610.196008682862
12382.555638067206
36560.01817863426
5658.119982300902
8348.649359000448
24137.2561776271
6894.490380442884
13523.447437332366
10470.075951667337
13574.928140567767
71529.52729883236
44660.07331447631
15641.858818869885
31013.86539202332
18148.35948703691
10477.147496997903
3434.74194601637
6388.1162244708
8417.967412663646
25659.731881156513
9384.67051047432
32886.814803278656
33640.13581945529
12075.239826104003
12255.228320560635
16485.563107198766
9237.656660766303
13930.051650481191
15275.716769671018
4374.26869287906
65351.145663572206
20787.26780243127
13663.941262652375
4559.55673368502
35799.108867191964
12046.796342554397
11457.41168781846
19252.078200905304
4533.552104449588
44382.75904124076
218678.66277612263
13567.562633458314
8359.857696598248
8338.566181942375
6995.839168919483
7352.324879286155
19899.420062958543
97558.42593115392
8998.619143217666
18563.055288882122
4775.983768828515
11100.108537693328
17750.640915469994
22082.25170741485
325771.8737666152
34613.79282233697
16162.491021215958
3670.6302283375253
10558.139497004573
4177.825656600453
18117.313891953963
8108.210364906114
