seed,feature,sample_auc_heldout,member_mean_a,nonmember_mean_a,weight
11,ppl,0.5277777777777778,-0.11701650540449463,0.11701650540449518,-2.9316067695617676
11,zlib_ratio,0.6388888888888888,-0.11920926984325304,0.11920926984325518,0.6788015961647034
11,k_min_probs_0.05,0.6788888888888889,-0.4034723980583644,0.40347239805836455,0.1401207149028778
11,k_max_probs_0.05,0.5244444444444445,-0.1986501073036109,0.19865010730360133,1.387036681175232
11,k_min_probs_0.1,0.6355555555555555,-0.4436969465917587,0.44369694659175873,2.255943536758423
11,k_max_probs_0.1,0.5055555555555555,-0.08856929476906873,0.08856929476907795,-0.3305002748966217
11,k_min_probs_0.2,0.5655555555555556,-0.3478664146707722,0.3478664146707724,-0.03805236890912056
11,k_max_probs_0.2,0.4866666666666667,-0.00386052986392111,0.0038605298639237044,-1.0865894556045532
11,ppl_ratio_synonym_substitution,0.6,-0.09244410741030216,0.0924441074103008,-0.4124923348426819
11,ppl_ratio_butter_fingers,0.6033333333333334,-0.1744860595016565,0.17448605950165647,0.380869060754776
11,ppl_ratio_random_deletion,0.5777777777777777,-0.144389043013704,0.14438904301370817,0.45948103070259094
11,ppl_ratio_change_char_case,0.5955555555555555,-0.15557588320261193,0.1555758832026149,-1.4402884244918823
11,ppl_ratio_whitespace_perturbation,0.5355555555555556,-0.2315826678846175,0.2315826678846187,1.7369786500930786
11,ppl_ratio_underscore_trick,0.5133333333333333,-0.23003746580472165,0.2300374658047202,0.40042242407798767
12,ppl,0.5444444444444444,-0.09956387323235155,0.09956387323235084,-1.6653258800506592
12,zlib_ratio,0.5888888888888889,-0.16283400621979296,0.16283400621979052,-0.7729315161705017
12,k_min_probs_0.05,0.7044444444444444,-0.28563397526709006,0.28563397526709006,0.5453461408615112
12,k_max_probs_0.05,0.5866666666666667,-0.09291887907727132,0.09291887907727527,1.2743672132492065
12,k_min_probs_0.1,0.6844444444444444,-0.2786049525915616,0.278604952591562,0.8850985765457153
12,k_max_probs_0.1,0.5388888888888889,-0.01872370399809031,0.018723703998089588,-0.9386968612670898
12,k_min_probs_0.2,0.6155555555555555,-0.20802966462612768,0.20802966462612724,-0.5309416651725769
12,k_max_probs_0.2,0.5022222222222222,-0.027423746678876797,0.027423746678880197,-0.10894775390625
12,ppl_ratio_synonym_substitution,0.5633333333333334,-0.1621268660962895,0.16212686609628968,0.08126922696828842
12,ppl_ratio_butter_fingers,0.5755555555555556,-0.2476142299642503,0.24761422996425292,2.802243709564209
12,ppl_ratio_random_deletion,0.6055555555555555,-0.1244888480553121,0.12448884805530909,0.29234373569488525
12,ppl_ratio_change_char_case,0.5922222222222222,-0.19146467753286886,0.1914646775328669,-2.4255259037017822
12,ppl_ratio_whitespace_perturbation,0.5577777777777778,-0.23459718750341793,0.23459718750341335,2.170027494430542
12,ppl_ratio_underscore_trick,0.6111111111111112,-0.10908610283741947,0.10908610283741632,-0.41579851508140564
13,ppl,0.4533333333333333,-0.30633160493971234,0.3063316049397132,-0.011162268929183483
13,zlib_ratio,0.5577777777777778,-0.10619145750657367,0.10619145750657231,-0.5351735949516296
13,k_min_probs_0.05,0.6111111111111112,-0.445475313854195,0.44547531385419487,-0.10641209036111832
13,k_max_probs_0.05,0.6222222222222222,-0.022075975773967586,0.022075975773971166,-0.6301043033599854
13,k_min_probs_0.1,0.5777777777777777,-0.45518119119583045,0.45518119119583006,1.3196425437927246
13,k_max_probs_0.1,0.4255555555555556,-0.054461379551761016,0.05446137955176364,-1.5425785779953003
13,k_min_probs_0.2,0.5033333333333333,-0.42009722707050867,0.42009722707050845,-0.20421400666236877
13,k_max_probs_0.2,0.44555555555555554,-0.14584533145254797,0.14584533145254525,-0.041010841727256775
13,ppl_ratio_synonym_substitution,0.5222222222222223,-0.2315924923931376,0.23159249239313554,0.5868560075759888
13,ppl_ratio_butter_fingers,0.5,-0.3139227191835561,0.31392271918355746,1.9956622123718262
13,ppl_ratio_random_deletion,0.5077777777777778,-0.2612545206945363,0.26125452069453864,-0.4311814308166504
13,ppl_ratio_change_char_case,0.5188888888888888,-0.2986191329495461,0.2986191329495467,-2.0190818309783936
13,ppl_ratio_whitespace_perturbation,0.4988888888888889,-0.359129035787457,0.35912903578746064,1.1222121715545654
13,ppl_ratio_underscore_trick,0.44,-0.3937488015776665,0.3937488015776661,0.9873151779174805
14,ppl,0.5211111111111111,-0.12782875816527087,0.127828758165271,-2.1823925971984863
14,zlib_ratio,0.5822222222222222,-0.24873459216726976,0.2487345921672688,-0.1374116986989975
14,k_min_probs_0.05,0.6866666666666666,-0.39470867207041765,0.39470867207041743,1.0513921976089478
14,k_max_probs_0.05,0.5855555555555556,-0.09233111680083127,0.09233111680082731,-0.19943009316921234
14,k_min_probs_0.1,0.68,-0.3408174070195173,0.3408174070195173,1.3447489738464355
14,k_max_probs_0.1,0.5333333333333333,-0.025777097171466028,0.025777097171466767,0.6936612129211426
14,k_min_probs_0.2,0.6455555555555555,-0.19147435642427724,0.19147435642427704,-1.3819940090179443
14,k_max_probs_0.2,0.4988888888888889,-0.053933879107524264,0.05393387910752192,-0.4751567244529724
14,ppl_ratio_synonym_substitution,0.4955555555555556,-0.28838982911106786,0.28838982911106664,-0.027014531195163727
14,ppl_ratio_butter_fingers,0.5611111111111111,-0.3265943954196144,0.32659439541961605,2.1357474327087402
14,ppl_ratio_random_deletion,0.5322222222222223,-0.24097167469586958,0.24097167469586364,0.5956073999404907
14,ppl_ratio_change_char_case,0.5288888888888889,-0.29164177498266836,0.29164177498266775,-1.5192680358886719
14,ppl_ratio_whitespace_perturbation,0.5211111111111111,-0.2920555364424756,0.2920555364424761,2.4900929927825928
14,ppl_ratio_underscore_trick,0.5466666666666666,-0.20850076987700275,0.20850076987700342,-0.0742543414235115
15,ppl,0.5755555555555556,-0.018829401540523392,0.018829401540522685,-0.6784090399742126
15,zlib_ratio,0.65,-0.0743925789060788,0.07439257890608202,0.8927406072616577
15,k_min_probs_0.05,0.7144444444444444,-0.37985250683638916,0.379852506836389,0.6194374561309814
15,k_max_probs_0.05,0.5222222222222223,-0.22052635037751778,0.2205263503775226,-0.05476802960038185
