ppl
14625.24833168452
48142.43049928068
18590.969057976963
17940.510036302934
17059.099222541077
15842.684003599907
8311.053666391826
23091.319968351912
46395.2040250974
36459.208810906246
18813.54812141961
12198.240662482067
13535.930335267018
16395.89305921444
26095.86422469215
10526.575945722901
21721.052397124964
27800.11601063092
71387.17138235095
41008.297289884904
57689.90480232771
15795.877887188608
12984.524171367279
18566.170188780106
10456.326917012893
6367.38972323021
8643.553439398163
22933.401403366355
18442.390119407282
27970.157930846333
15149.133252213933
33447.46068276285
15358.081003197061
9960.717791105999
24383.048541184882
18037.651113864173
8739.380941312429
9728.18887886815
19759.939227227303
59214.73322274718
13337.972554467002
36058.019282756555
20619.48001046548
3909.5663832543937
19737.97737858116
40014.93014159257
1707.1384201623182
13873.430427982781
21274.42085235739
21485.694455749926
16168.171947360966
12571.90456010431
8131.1765565726
14972.088036602107
21751.650377948226
14237.983466542813
21683.72594580126
26683.30828078434
15894.359782261161
2491.90717233868
30093.454229079085
17598.895651465915
7671.376960107459
17322.383401359526
33313.95874274356
10564.127848996563
10278.915030252761
14224.15571804125
46117.25202221078
8840.027928510965
28286.685515467176
26297.285786582484
1567.680199184232
34190.10504753204
12769.186365126081
21612.83120391725
48857.51772120039
11779.067442056456
4442.072165507403
34555.65827905614
11324.674140056128
27480.0112803499
45234.85175472069
27125.11828872826
7748.961328787677
7422.0843503391025
5305.113260078389
38659.91163797562
59034.87536387065
15860.690146463869
18685.27291829893
21406.210795096875
61399.574229257785
21554.812477388412
34866.87985409064
11679.702118361422
17609.665691478218
14460.486913635415
13024.505164211161
20865.271189853695
